"","Index","Title","Artist","Top.Genre","Year","BPM","Energy","Danceability","Loudness","Liveness","Valence","Duration","Acousticness","Speechiness","Popularity"
"1336",1336,"Josephine","Chris Rea","art rock","1985",110,47,66,-16,5,66,118,2,3,57
"1337",1337,"Greatest Love of All","Whitney Houston","dance pop","1985",131,31,50,-16,12,25,171,48,3,66
"1338",1338,"In Between Days - 2006 Remaster","The Cure","dance rock","1985",143,83,54,-6,17,71,58,11,3,54
"1339",1339,"I Got You Babe","UB40","reggae fusion","1985",174,61,76,-13,11,86,69,8,7,65
"1340",1340,"Moon Over Bourbon Street","Sting","permanent wave","1985",125,6,41,-22,10,18,120,67,4,51
"1341",1341,"We Are The World","U.S.A. For Africa","electro","1985",73,45,53,-15,7,29,286,19,4,70
"1342",1342,"Out In The Fields","Gary Moore","album rock","1985",180,95,44,-8,39,36,138,3,6,52
"1343",1343,"Hunting High and Low","a-ha","dance rock","1985",117,67,60,-8,11,30,104,4,3,37
"1344",1344,"Take Me Home - 2016 Remaster","Phil Collins","mellow gold","1985",119,81,62,-8,5,58,232,47,5,56
"1345",1345,"Master of Puppets (Remastered)","Metallica","alternative metal","1986",105,83,54,-9,15,56,321,0,4,67
"1346",1346,"Angel Of Death","Slayer","alternative metal","1986",90,100,28,-4,15,10,171,0,16,57
"1347",1347,"Livin' On A Prayer","Bon Jovi","glam metal","1986",123,89,53,-4,29,80,129,8,3,83
"1348",1348,"Graceland","Paul Simon","classic rock","1986",118,71,73,-9,8,85,171,63,3,65
"1349",1349,"Don't Give Up - 2012 Remaster","Peter Gabriel","album rock","1986",161,26,54,-16,8,36,265,83,5,45
"1350",1350,"Sometimes It Snows in April","Prince","funk","1986",104,6,49,-24,10,6,276,83,4,53
"1351",1351,"A Kind Of Magic - Remastered 2011","Queen","glam rock","1986",130,78,67,-6,12,70,144,2,4,54
"1352",1352,"The Final Countdown","Europe","album rock","1986",118,84,54,-7,6,19,189,6,6,75
"1353",1353,"De Verzoening","Frank Boeijen Groep","dutch cabaret","1986",101,31,61,-15,6,28,182,70,3,47
"1354",1354,"I Want You","Elvis Costello & The Attractions","art rock","1986",123,13,50,-18,36,21,269,35,8,51
"1355",1355,"You Can Call Me Al","Paul Simon","classic rock","1986",128,76,78,-8,8,82,160,18,5,75
"1356",1356,"Don't Dream It's Over","Crowded House","australian pop","1986",82,42,44,-17,7,55,117,1,4,72
"1357",1357,"Land of Confusion - 2007 Remaster","Genesis","album rock","1986",115,91,63,-7,23,81,167,4,4,56
"1358",1358,"Life's What You Make It - 1997 Remaster","Talk Talk","art rock","1986",92,80,53,-8,4,94,149,0,3,59
"1359",1359,"There Is a Light That Never Goes Out - 2011 Remaster","The Smiths","dance rock","1986",136,77,52,-6,14,88,125,4,3,73
"1360",1360,"You Give Love A Bad Name","Bon Jovi","glam metal","1986",123,96,54,-3,34,81,103,7,5,80
"1361",1361,"The Lady In Red","Chris de Burgh","classic uk pop","1986",77,29,55,-17,4,49,136,33,3,74
"1362",1362,"One Vision - Remastered 2011","Queen","glam rock","1986",120,92,46,-7,34,33,190,4,26,49
"1363",1363,"Diamonds on the Soles of Her Shoes","Paul Simon","classic rock","1986",111,68,79,-10,22,88,227,78,4,63
"1364",1364,"Absolute Beginners - 2002 Remaster","David Bowie","album rock","1986",114,77,56,-9,21,43,216,7,4,46
"1365",1365,"Friends Will Be Friends - Remastered 2011","Queen","glam rock","1986",75,53,44,-8,34,35,127,4,3,50
"1366",1366,"Kiss","Prince","funk","1986",111,27,90,-12,5,74,106,1,9,74
"1367",1367,"In A Lifetime","Clannad","celtic","1986",134,38,44,-16,7,30,72,66,3,32
"1368",1368,"Wanted Dead Or Alive","Bon Jovi","glam metal","1986",150,80,25,-4,31,25,188,13,4,73
"1369",1369,"True Colors","Cyndi Lauper","dance pop","1986",172,14,39,-17,10,26,106,79,4,69
"1370",1370,"Bigmouth Strikes Again - 2011 Remaster","The Smiths","dance rock","1986",135,90,40,-5,54,84,73,7,4,67
"1371",1371,"Anne","Herman van Veen","dutch pop","1986",115,8,67,-27,17,28,108,67,4,42
"1372",1372,"You Can Leave Your Hat On","Joe Cocker","album rock","1986",174,54,65,-13,19,90,135,12,3,58
"1373",1373,"Living in Another World - 1997 Remaster","Talk Talk","art rock","1986",111,86,56,-8,23,94,282,0,3,53
"1374",1374,"Fire - Live at the Winterland, San Francisco, CA - December 1978","Bruce Springsteen","classic rock","1986",120,32,43,-21,98,52,73,20,17,41
"1375",1375,"Sledgehammer - 2012 Remaster","Peter Gabriel","album rock","1986",96,68,64,-8,4,47,191,4,4,57
"1376",1376,"Don't Leave Me This Way (with Sarah Jane Morris)","The Communards","dance rock","1986",132,93,64,-6,13,90,151,14,3,64
"1377",1377,"The Way It Is","Bruce Hornsby","album rock","1986",111,69,58,-12,14,53,178,61,3,66
"1378",1378,"Walk This Way (feat. Aerosmith)","Run–D.M.C.","east coast hip hop","1986",106,58,76,-13,6,94,189,1,5,68
"1379",1379,"I'll Be Over You","TOTO","album rock","1986",82,28,52,-18,26,41,110,6,3,68
"1380",1380,"Why Can't This Be Love","Van Halen","album rock","1986",88,63,53,-13,8,75,108,6,5,65
"1381",1381,"In Your Eyes - 2012 Remaster","Peter Gabriel","album rock","1986",89,65,62,-9,7,63,208,6,4,54
"1382",1382,"Fight For Your Right","Beastie Boys","alternative rock","1986",134,86,50,-6,8,42,89,1,7,68
"1383",1383,"Homeless (with Ladysmith Black Mambazo)","Paul Simon","classic rock","1986",91,27,40,-16,26,29,108,88,7,49
"1384",1384,"Live to Tell","Madonna","dance pop","1986",110,31,67,-14,11,27,231,41,3,56
"1385",1385,"West End Girls - 2001 Remaster","Pet Shop Boys","art pop","1986",113,95,65,-7,29,61,166,1,4,68
"1386",1386,"Invisible Touch - 2007 Remaster","Genesis","album rock","1986",131,88,66,-6,7,84,90,34,3,60
"1387",1387,"Over De Muur","Klein Orkest","dutch indie","1987",96,32,61,-15,14,29,89,63,5,55
"1388",1388,"Sweet Child O' Mine","Guns N' Roses","glam metal","1987",125,95,45,-5,11,62,234,9,5,73
"1389",1389,"With Or Without You - Remastered","U2","irish rock","1987",110,43,54,-12,14,11,176,0,3,80
"1390",1390,"Where The Streets Have No Name - Remastered","U2","irish rock","1987",126,72,49,-10,16,29,216,1,4,66
"1391",1391,"I Still Haven't Found What I'm Looking For","U2","irish rock","1987",101,77,56,-9,9,66,157,1,4,76
"1392",1392,"Paradise City","Guns N' Roses","glam metal","1987",100,98,27,-6,18,40,273,2,10,71
"1393",1393,"Fragile","Sting","permanent wave","1987",82,20,32,-21,9,29,116,91,4,62
"1394",1394,"Englishman In New York","Sting","permanent wave","1987",102,35,67,-18,9,65,147,40,4,71
"1395",1395,"Troy","Sinéad O'Connor","folk","1987",116,31,32,-9,44,18,263,48,3,51
"1396",1396,"Welcome To The Jungle","Guns N' Roses","glam metal","1987",124,99,45,-4,27,32,153,2,9,72
"1397",1397,"Tougher Than the Rest","Bruce Springsteen","classic rock","1987",99,51,60,-11,11,60,154,20,2,62
"1398",1398,"Smooth Criminal - 2012 Remaster","Michael Jackson","pop","1987",118,98,85,-4,31,60,138,25,8,76
"1399",1399,"Patience","Guns N' Roses","glam metal","1987",120,30,46,-13,11,33,233,69,3,66
"1400",1400,"Everywhere - 2017 Remaster","Fleetwood Mac","album rock","1987",115,49,73,-11,9,73,107,26,3,78
"1401",1401,"I Will Follow - Live","U2","irish rock","1987",140,90,23,-7,96,49,119,0,6,42
"1402",1402,"Alone","Heart","album rock","1987",175,45,42,-13,10,17,99,64,4,73
"1403",1403,"Sign 'O' the Times","Prince","funk","1987",198,52,70,-7,8,55,183,1,10,54
"1404",1404,"In the Dutch Mountains","Nits","dutch indie","1987",85,50,42,-11,6,27,86,55,3,44
"1405",1405,"Never Tear Us Apart","INXS","australian rock","1987",97,69,67,-6,17,28,66,5,3,60
"1406",1406,"Here I Go Again - 2018 Remaster","Whitesnake","album rock","1987",90,82,29,-7,16,24,155,1,4,65
"1407",1407,"Liefde Van Later","Herman van Veen","dutch pop","1987",121,8,50,-22,11,13,132,97,5,41
"1408",1408,"Unchain My Heart","Joe Cocker","album rock","1987",118,67,75,-13,32,70,184,2,4,62
"1409",1409,"Non, je ne regrette rien","Édith Piaf","chanson","1987",87,35,39,-7,17,44,24,86,3,64
"1410",1410,"Never Gonna Give You Up","Rick Astley","dance pop","1987",113,94,73,-12,15,92,93,14,4,66
"1411",1411,"Running To Stand Still","U2","irish rock","1987",95,20,54,-19,33,23,137,86,3,55
"1412",1412,"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","dance pop","1987",119,82,71,-9,9,87,171,21,5,81
"1413",1413,"Have A Little Faith In Me","John Hiatt","alternative country","1987",156,41,45,-11,12,32,125,74,3,51
"1414",1414,"Suzanne","Herman van Veen","dutch pop","1987",129,16,63,-21,12,18,119,93,3,43
"1415",1415,"The Way You Make Me Feel - 2012 Remaster","Michael Jackson","pop","1987",114,85,88,-5,14,54,178,5,15,72
"1416",1416,"The One I Love - Remastered","R.E.M.","alternative rock","1987",128,84,49,-5,35,56,78,0,4,63
"1417",1417,"Bad - 2012 Remaster","Michael Jackson","pop","1987",114,89,79,-4,7,39,127,0,4,68
"1418",1418,"Apache","The Shadows","adult standards","1987",134,45,60,-13,10,78,54,1,3,53
"1419",1419,"The Cross","Prince","funk","1987",99,64,44,-7,64,25,166,53,6,42
"1420",1420,"Luka","Suzanne Vega","folk","1987",125,70,63,-11,12,80,112,19,3,45
"1421",1421,"Seven Wonders - 2017 Remaster","Fleetwood Mac","album rock","1987",119,63,71,-10,10,63,102,3,3,63
"1422",1422,"Lessons In Love","Level 42","art rock","1987",113,84,71,-8,30,86,126,16,4,62
"1423",1423,"Brilliant Disguise","Bruce Springsteen","classic rock","1987",126,73,70,-12,3,95,135,15,3,57
"1424",1424,"It's a Sin - 2001 Remaster","Pet Shop Boys","art pop","1987",127,86,54,-6,25,29,179,25,4,66
"1425",1425,"Bullet The Blue Sky","U2","irish rock","1987",153,64,36,-10,13,45,152,1,4,55
"1426",1426,"Wonderful Life","Black","dance rock","1987",106,52,72,-12,21,82,168,71,3,64
"1427",1427,"It's The End Of The World As We Know It (And I Feel Fine)","R.E.M.","alternative rock","1987",206,89,38,-9,3,80,127,3,4,67
"1428",1428,"Is This Love - 2018 Remaster","Whitesnake","album rock","1987",180,76,26,-7,23,43,164,6,4,58
"1429",1429,"Laat Mij Maar Alleen","Klein Orkest","dutch indie","1987",153,74,45,-10,23,94,81,2,6,40
"1430",1430,"You Win Again","Bee Gees","adult standards","1987",169,83,55,-11,22,91,121,9,3,63
"1431",1431,"Liberian Girl - 2012 Remastered Version","Michael Jackson","pop","1987",105,55,75,-7,13,45,113,46,10,59
"1432",1432,"Winter in Hamburg","Frank Boeijen Groep","dutch cabaret","1987",125,47,60,-14,11,53,197,70,3,37
"1433",1433,"One (Remastered)","Metallica","alternative metal","1988",103,69,44,-9,42,43,296,0,6,67
"1434",1434,"Fast Car","Tracy Chapman","folk","1988",104,29,71,-16,13,19,177,31,4,77
"1435",1435,"Dreams","Fleetwood Mac","album rock","1988",120,34,82,-16,50,79,134,14,4,59
"1436",1436,"Sara","Fleetwood Mac","album rock","1988",127,39,74,-17,9,59,254,38,3,56
"1437",1437,"Stop Loving You","TOTO","album rock","1988",102,65,56,-13,6,60,149,23,3,63
"1438",1438,"Can I Play with Madness - 2015 Remaster","Iron Maiden","album rock","1988",141,98,31,-3,26,63,91,9,10,42
"1439",1439,"Tonight (With David Bowie) - Live","Tina Turner","disco","1988",102,72,59,-13,93,72,135,20,5,44
"1440",1440,"Tusk","Fleetwood Mac","album rock","1988",181,62,61,-17,45,96,90,24,8,54
"1441",1441,"Maid Of Orleans","Orchestral Manoeuvres In The Dark","art rock","1988",110,53,52,-14,5,35,132,7,3,34
"1442",1442,"Like The Way I Do","Melissa Etheridge","folk","1988",101,84,60,-13,6,64,203,4,4,57
"1443",1443,"Little Lies","Fleetwood Mac","album rock","1988",125,69,63,-10,16,89,98,12,3,59
"1444",1444,"Zwart Wit","Frank Boeijen Groep","dutch cabaret","1988",132,63,55,-12,37,79,66,3,3,46
"1445",1445,"All I Want Is You","U2","irish rock","1988",186,44,24,-11,7,40,262,11,3,63
"1446",1446,"Take This Waltz","Leonard Cohen","canadian folk","1988",142,18,44,-16,24,35,236,84,3,40
"1447",1447,"Musica è","Eros Ramazzotti","italian pop","1988",125,28,53,-14,18,6,341,24,3,38
"1448",1448,"When Love Comes To Town","U2","irish rock","1988",116,67,65,-11,13,59,134,5,4,50
"1449",1449,"Ich bin wie du","Marianne Rosenberg","classic schlager","1988",129,74,48,-10,5,60,98,1,8,45
"1450",1450,"Pamela","TOTO","album rock","1988",98,41,58,-16,6,53,189,13,3,53
"1451",1451,"Orinoco Flow","Enya","celtic","1988",115,31,69,-17,10,56,146,80,3,57
"1452",1452,"Listen to Your Heart","Roxette","europop","1988",86,58,54,-5,11,34,207,11,3,76
"1453",1453,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues","celtic punk","1988",119,65,32,-6,24,47,152,50,3,83
"1454",1454,"Living Years","Mike & The Mechanics","album rock","1988",98,42,52,-13,7,31,208,58,3,55
"1455",1455,"Mushanga","TOTO","album rock","1988",122,31,72,-19,9,51,213,9,4,45
"1456",1456,"Baby Can I Hold You","Tracy Chapman","folk","1988",74,42,69,-11,8,47,73,8,3,72
"1457",1457,"Big Love","Fleetwood Mac","album rock","1988",125,76,64,-12,13,64,99,1,5,49
"1458",1458,"Angel Of Harlem","U2","irish rock","1988",103,69,52,-11,11,93,109,10,3,59
"1459",1459,"Handle With Care","Traveling Wilburys","album rock","1988",115,77,68,-6,25,71,80,11,3,63
"1460",1460,"(Something Inside) So Strong","Labi Siffre","classic uk pop","1988",82,38,68,-10,10,23,215,42,3,50
"1461",1461,"Into Temptation","Crowded House","australian pop","1988",84,37,45,-16,8,26,154,48,3,49
"1462",1462,"Twist in My Sobriety","Tanita Tikaram","new wave pop","1988",115,56,78,-11,7,94,172,7,3,46
"1463",1463,"Sympathy For The Devil","The Rolling Stones","album rock","1989",115,69,57,-11,5,57,251,60,28,56
"1464",1464,"Another Day in Paradise - 2016 Remaster","Phil Collins","mellow gold","1989",102,56,78,-7,6,37,201,74,3,74
"1465",1465,"Niemand In De Stad","De Dijk","dutch indie","1989",90,41,63,-13,31,70,171,6,3,41
"1466",1466,"Rockin' in the Free World","Neil Young","album rock","1989",132,88,49,-5,37,52,162,0,3,65
"1467",1467,"Poison","Alice Cooper","album rock","1989",119,91,28,-6,18,26,150,3,11,70
"1468",1468,"I Want It All - Remastered 2011","Queen","glam rock","1989",92,84,41,-6,37,39,122,3,5,55
"1469",1469,"Ik Kan Het Niet Alleen","De Dijk","dutch indie","1989",142,85,53,-12,30,91,119,31,4,52
"1470",1470,"Leningrad","Billy Joel","album rock","1989",139,52,51,-6,12,23,123,38,3,49
"1471",1471,"Have I Told You Lately","Van Morrison","classic rock","1989",144,48,34,-10,14,18,140,28,3,68
"1472",1472,"Lullaby","The Cure","dance rock","1989",94,56,72,-11,6,59,130,19,3,53
"1473",1473,"The Best","Tina Turner","disco","1989",104,74,66,-10,12,75,208,11,3,64
"1474",1474,"Breakthru - Remastered 2011","Queen","glam rock","1989",90,86,57,-6,36,31,128,6,9,48
"1475",1475,"Need Your Love So Bad","Fleetwood Mac","album rock","1989",147,18,36,-19,10,25,113,13,3,49
"1476",1476,"Daar Gaat Ze","Clouseau","belgian rock","1989",87,33,63,-15,13,64,109,83,3,39
"1477",1477,"Personal Jesus - Original Seven Inch Version","Depeche Mode","dance rock","1989",130,68,64,-12,5,71,105,1,4,61
"1478",1478,"Kingston Town","UB40","reggae fusion","1989",102,25,96,-13,4,80,108,16,6,49
"1479",1479,"Woman In Chains","Tears For Fears","art rock","1989",160,61,43,-8,6,37,263,2,3,66
"1480",1480,"Nergens Goed Voor","De Dijk","dutch indie","1989",102,59,77,-12,27,72,142,12,3,47
"1481",1481,"I Wish It Would Rain Down - 2016 Remaster","Phil Collins","mellow gold","1989",126,67,51,-5,31,36,207,29,3,61
"1482",1482,"If You Don't Know Me by Now - 2008 Remaster","Simply Red","british soul","1989",94,35,64,-9,11,20,84,49,3,72
"1483",1483,"Free Fallin'","Tom Petty","album rock","1989",84,45,62,-13,6,57,136,21,3,76
"1484",1484,"Let Love Rule","Lenny Kravitz","permanent wave","1989",153,45,69,-13,7,70,220,3,4,51
"1485",1485,"Epic","Faith No More","alternative metal","1989",174,89,36,-7,13,26,174,2,12,68
"1486",1486,"Black Velvet","Alannah Myles","classic canadian rock","1989",91,37,75,-10,11,47,167,27,3,71
"1487",1487,"We Didn't Start the Fire","Billy Joel","album rock","1989",145,97,71,-5,36,90,168,8,5,73
"1488",1488,"Sowing The Seeds Of Love","Tears For Fears","art rock","1989",172,80,21,-7,36,68,251,1,4,62
"1489",1489,"New York Minute","Don Henley","album rock","1989",132,29,55,-12,4,12,266,33,3,55
"1490",1490,"Something Happened on the Way to Heaven - 2016 Remaster","Phil Collins","mellow gold","1989",115,88,66,-4,27,88,172,18,3,57
"1491",1491,"Lovesong","The Cure","dance rock","1989",140,81,61,-8,22,82,90,34,3,60
"1492",1492,"Monkey Gone to Heaven","Pixies","alternative rock","1989",116,39,65,-12,32,60,57,2,3,61
"1493",1493,"The Miracle - Remastered 2011","Queen","glam rock","1989",92,65,48,-6,55,54,181,16,3,33
"1494",1494,"The Invisible Man - Remastered 2011","Queen","glam rock","1989",120,79,70,-7,33,56,118,19,4,47
"1495",1495,"If I Could Turn Back Time","Cher","dance pop","1989",108,57,66,-10,12,50,120,24,3,72
"1496",1496,"Love Shack","The B-52's","art rock","1989",134,82,72,-6,85,87,201,3,5,69
"1497",1497,"Thunderstruck","AC/DC","album rock","1990",134,89,50,-5,22,26,173,0,4,81
"1498",1498,"Papa","Stef Bos","christelijk","1990",120,32,74,-13,8,29,73,72,3,57
"1499",1499,"Enjoy the Silence - Single Mix","Depeche Mode","dance rock","1990",113,81,64,-8,8,82,137,16,3,65
"1500",1500,"Still Got The Blues","Gary Moore","album rock","1990",170,39,19,-14,12,32,246,26,4,65
"1501",1501,"Wind Of Change","Scorpions","album rock","1990",152,52,45,-10,10,25,191,32,4,77
"1502",1502,"Nothing Compares 2 U","Sinéad O'Connor","folk","1990",120,57,51,-7,11,16,160,4,3,71
"1503",1503,"Silent Lucidity - Remastered/2003","Queensrÿche","album rock","1990",140,63,46,-6,12,10,226,5,3,61
"1504",1504,"Such a Shame","Talk Talk","art rock","1990",112,68,60,-11,30,71,138,21,3,57
"1505",1505,"Hunger Strike","Temple Of The Dog","alternative metal","1990",138,57,37,-11,9,30,126,2,3,59
"1506",1506,"Candy","Iggy Pop","alternative rock","1990",144,59,62,-11,5,65,133,4,3,60
"1507",1507,"Send Me An Angel","Scorpions","album rock","1990",81,42,15,-12,21,17,153,43,3,69
"1508",1508,"Don't Go Breaking My Heart","Elton John","glam rock","1990",131,86,74,-8,7,78,151,18,4,69
"1509",1509,"Night Fever - From ""Saturday Night Fever"" Soundtrack","Bee Gees","adult standards","1990",109,51,74,-16,14,90,90,2,3,54
"1510",1510,"More Than Words","Extreme","album rock","1990",92,13,63,-15,11,24,212,47,3,67
"1511",1511,"It Must Have Been Love - From the Film ""Pretty Woman""","Roxette","europop","1990",81,65,52,-7,26,72,139,34,3,73
"1512",1512,"Domino","Clouseau","belgian rock","1990",75,19,49,-16,22,21,128,72,4,31
"1513",1513,"Met Hart En Ziel","Tröckener Kecks","dutch indie","1990",167,61,38,-12,26,70,106,11,3,38
"1514",1514,"Love Rears Its Ugly Head","Living Colour","alternative metal","1990",156,48,62,-9,23,73,139,6,9,50
"1515",1515,"Hard To Handle","The Black Crowes","album rock","1990",104,79,59,-4,31,96,68,0,4,68
"1516",1516,"Black","Pearl Jam","alternative rock","1991",77,68,36,-6,34,20,221,32,3,75
"1517",1517,"De Boer Is De Keerl","Normaal","dutch rock","1991",85,40,52,-13,8,63,101,21,3,51
"1518",1518,"November Rain","Guns N' Roses","glam metal","1991",80,64,29,-9,11,23,328,2,3,80
"1519",1519,"Nothing Else Matters","Metallica","alternative metal","1991",142,36,56,-11,8,17,261,5,3,69
"1520",1520,"Smells Like Teen Spirit","Nirvana","alternative rock","1991",117,91,50,-5,11,72,182,0,6,74
"1521",1521,"Innuendo - Remastered 2011","Queen","glam rock","1991",73,73,21,-6,30,17,264,18,6,49
"1522",1522,"Alive","Pearl Jam","alternative rock","1991",75,88,28,-6,40,60,219,1,4,75
"1523",1523,"Enter Sandman","Metallica","alternative metal","1991",123,82,58,-9,6,64,210,0,3,74
"1524",1524,"Who Wants To Live Forever - Remastered 2011","Queen","glam rock","1991",87,40,14,-9,12,4,175,58,4,51
"1525",1525,"Under the Bridge","Red Hot Chili Peppers","alternative rock","1991",85,35,56,-13,14,46,144,6,5,81
"1526",1526,"Deurdonderen","Normaal","dutch rock","1991",175,79,46,-10,11,86,114,1,8,49
"1527",1527,"The Show Must Go On - 2011 Mix","Queen","glam rock","1991",83,69,31,-7,11,18,158,41,3,58
"1528",1528,"Losing My Religion","R.E.M.","alternative rock","1991",126,86,67,-5,10,80,148,18,3,81
"1529",1529,"Come As You Are","Nirvana","alternative rock","1991",120,82,50,-6,9,54,99,0,4,72
"1530",1530,"Jeremy","Pearl Jam","alternative rock","1991",109,85,28,-6,18,29,197,4,4,73
"1532",1532,"Knockin' On Heaven's Door","Guns N' Roses","glam metal","1991",132,74,50,-7,11,38,214,2,4,77
"1533",1533,"The Unforgiven","Metallica","alternative metal","1991",139,60,54,-10,13,25,259,1,3,65
"1534",1534,"These Are The Days Of Our Lives - 2011 Remaster","Queen","glam rock","1991",113,40,69,-10,6,55,135,37,3,49
"1535",1535,"Lithium","Nirvana","alternative rock","1991",123,66,68,-6,6,49,137,0,4,68
"1536",1536,"Lekker Op De Trekker ('n Boerinnen-Wervingslied)","Mannenkoor Karrespoor","levenslied","1991",132,49,72,-12,11,97,96,73,4,39
"1537",1537,"Estranged","Guns N' Roses","glam metal","1991",89,76,36,-8,37,17,330,1,3,63
"1538",1538,"Even Flow","Pearl Jam","alternative rock","1991",105,94,39,-7,30,27,173,0,8,75
"1539",1539,"Hammer To Fall - Remastered 2011","Queen","glam rock","1991",127,79,43,-5,13,51,98,32,9,55
"1540",1540,"Sad But True","Metallica","alternative metal","1991",89,85,63,-6,6,43,204,0,3,63
"1541",1541,"Year of the Cat - 2001 Remaster","Al Stewart","album rock","1991",117,61,53,-10,12,53,269,1,3,61
"1542",1542,"Don't Cry (Original)","Guns N' Roses","glam metal","1991",125,59,46,-9,10,24,164,0,3,74
"1543",1543,"(Everything I Do) I Do It For You","Bryan Adams","album rock","1991",131,37,53,-13,6,25,265,8,3,64
"1544",1544,"No More Tears","Ozzy Osbourne","album rock","1991",103,75,35,-7,65,32,293,0,4,66
"1545",1545,"You","Ten Sharp","pop","1991",174,90,41,-8,19,67,153,43,3,61
"1546",1546,"Heal the World","Michael Jackson","pop","1991",81,49,53,-8,10,10,256,54,5,68
"1547",1547,"Bestel Mar (edit)","Rowwen Hèze","carnaval limburg","1991",160,85,58,-7,12,91,67,7,10,48
"1548",1548,"On Every Street","Dire Straits","album rock","1991",132,27,32,-11,17,15,182,58,4,56
"1549",1549,"Give It Away","Red Hot Chili Peppers","alternative rock","1991",92,94,67,-10,15,78,163,0,5,73
"1550",1550,"Four Seasons In One Day","Crowded House","australian pop","1991",89,26,52,-17,9,49,50,82,3,51
"1551",1551,"Walking in Memphis","Marc Cohn","folk","1991",130,51,57,-9,30,33,133,55,4,69
"1552",1552,"Learning To Fly","Tom Petty and the Heartbreakers","album rock","1991",117,77,65,-10,36,95,122,21,3,71
"1553",1553,"Live And Let Die","Guns N' Roses","glam metal","1991",153,78,26,-9,12,26,63,1,6,68
"1554",1554,"In Bloom - Nevermind Version","Nirvana","alternative rock","1991",157,88,44,-5,21,51,135,0,6,64
"1555",1555,"Weather With You","Crowded House","australian pop","1991",94,61,64,-13,21,89,104,25,3,69
"1556",1556,"Shiny Happy People","R.E.M.","alternative rock","1991",125,91,45,-4,23,81,106,3,4,70
"1557",1557,"Stars","Simply Red","british soul","1991",104,82,72,-7,24,82,129,15,3,49
"1558",1558,"I'm Going Slightly Mad - Remastered 2011","Queen","glam rock","1991",116,83,64,-6,19,31,143,57,5,48
"1559",1559,"On the Border - 2001 Remaster","Al Stewart","album rock","1991",98,64,48,-12,8,73,82,6,3,49
"1560",1560,"Diamonds and Pearls","Prince","funk","1991",81,55,55,-10,7,29,165,5,3,47
"1561",1561,"I Can't Dance - 2007 Remaster","Genesis","album rock","1991",108,53,91,-9,5,90,121,50,5,54
"1562",1562,"No Son of Mine - 2007 Remaster","Genesis","album rock","1991",104,60,66,-9,10,26,268,13,3,39
"1563",1563,"I Can't Make You Love Me","Bonnie Raitt","classic rock","1991",125,15,59,-17,24,11,211,85,3,66
"1564",1564,"Love of the Common People","Paul Young","album rock","1991",91,61,74,-11,6,89,101,9,8,55
"1565",1565,"Mysterious Ways","U2","irish rock","1991",100,66,67,-8,11,70,124,0,3,63
"1566",1566,"We Don't Need Another Hero (Thunderdome)","Tina Turner","disco","1991",99,67,69,-6,12,71,135,20,5,61
"1567",1567,"Calling Elvis","Dire Straits","album rock","1991",120,57,61,-12,16,39,257,9,3,54
"1568",1568,"Killing In The Name","Rage Against The Machine","alternative metal","1992",89,83,47,-4,3,66,193,3,30,78
"1569",1569,"Fear of the Dark - 2015 Remaster","Iron Maiden","album rock","1992",110,87,31,-6,23,23,292,0,6,55
"1570",1570,"Bed Of Roses","Bon Jovi","glam metal","1992",165,60,31,-6,21,16,265,10,3,73
"1571",1571,"Everybody Hurts","R.E.M.","alternative rock","1992",94,32,47,-10,12,17,199,62,3,74
"1572",1572,"Kayleigh","Marillion","album rock","1992",106,67,56,-7,9,60,123,2,3,58
"1573",1573,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster","Eric Clapton","album rock","1992",94,52,56,-12,94,64,169,32,5,70
"1575",1575,"Nightswimming","R.E.M.","alternative rock","1992",114,39,57,-11,10,57,138,80,3,62
"1576",1576,"Conquest of Paradise","Vangelis","cyberpunk","1992",74,30,43,-14,23,16,158,70,3,61
"1577",1577,"Would?","Alice In Chains","alternative metal","1992",101,83,31,-8,9,59,87,0,4,71
"1578",1578,"Friday I'm in Love","The Cure","dance rock","1992",136,76,53,-12,34,51,94,0,3,67
"1579",1579,"Sharp Dressed Man","ZZ Top","album rock","1992",125,77,65,-8,10,40,132,0,3,53
"1580",1580,"Man On The Moon","R.E.M.","alternative rock","1992",119,70,67,-8,20,66,193,42,3,67
"1581",1581,"Gimme All Your Lovin'","ZZ Top","album rock","1992",120,79,66,-7,6,71,120,5,3,44
"1582",1582,"What's Up?","4 Non Blondes","new wave pop","1992",134,56,56,-10,11,45,176,16,3,78
"1583",1583,"Lavender","Marillion","album rock","1992",138,55,33,-6,9,23,104,31,3,51
"1584",1584,"Plush - 2017 Remaster","Stone Temple Pilots","alternative metal","1992",144,94,43,-5,14,47,193,1,4,61
"1585",1585,"Eloise","Barry Ryan","bubblegum pop","1992",131,59,43,-12,36,46,223,22,3,45
"1586",1586,"Harvest Moon","Neil Young","album rock","1992",113,31,65,-12,12,41,183,53,3,71
"1587",1587,"Drive","R.E.M.","alternative rock","1992",143,43,47,-12,23,24,151,18,3,62
"1588",1588,"Remedy","The Black Crowes","album rock","1992",160,98,41,-4,8,35,202,0,5,56
"1589",1589,"I've Got Dreams to Remember","Otis Redding","classic soul","1992",142,28,39,-13,14,40,76,50,3,49
"1590",1590,"Jump Around","House Of Pain","gangster rap","1992",107,71,85,-6,17,82,95,1,8,74
